date,season,teamA,teamB,teamA_home,teamA_score,teamB_score,teamA_moneyLine,teamB_moneyLine,total,spread,secondHalfTotal,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,home_team,away_team,teamA_PTS,teamB_PTS,teamA_FG_PCT,teamB_FG_PCT,teamA_FT_PCT,teamB_FT_PCT,teamA_FG3_PCT,teamB_FG3_PCT,teamA_AST,teamB_AST,teamA_REB,teamB_REB
2018-03-17,2018,indiana,washington,0,102,109,160.0,-190.0,209.5,-4.5,102.5,2018-03-17,21701035.0,Final,1610612764.0,1610612754.0,2017.0,1610612764.0,109.0,0.541,0.826,0.5,29.0,38.0,1610612754.0,102.0,0.4529999999999999,0.8,0.5,24.0,38.0,1.0,washington,indiana,102.0,109.0,0.4529999999999999,0.541,0.8,0.826,0.5,0.5,24.0,29.0,38.0,38.0
2018-03-17,2018,houston,new orleans,0,107,101,-420.0,320.0,226.5,8.5,111.0,2018-03-17,21701036.0,Final,1610612740.0,1610612745.0,2017.0,1610612740.0,101.0,0.494,0.917,0.3329999999999999,18.0,40.0,1610612745.0,107.0,0.419,0.778,0.366,19.0,46.0,0.0,new orleans,houston,107.0,101.0,0.419,0.494,0.778,0.917,0.366,0.3329999999999999,19.0,18.0,46.0,40.0
2018-03-17,2018,minnesota,san antonio,0,101,117,160.0,-190.0,211.5,-4.5,105.0,2018-03-17,21701042.0,Final,1610612759.0,1610612750.0,2017.0,1610612759.0,117.0,0.51,0.929,0.231,32.0,41.0,1610612750.0,101.0,0.481,0.8,0.583,22.0,34.0,1.0,san antonio,minnesota,101.0,117.0,0.481,0.51,0.8,0.929,0.583,0.231,22.0,32.0,34.0,41.0
2018-03-17,2018,detroit,portland,0,87,100,365.0,-480.0,206.5,-9.0,101.5,2018-03-17,21701045.0,Final,1610612757.0,1610612765.0,2017.0,1610612757.0,100.0,0.4370000000000001,0.889,0.258,23.0,49.0,1610612765.0,87.0,0.3879999999999999,0.75,0.4,17.0,43.0,1.0,portland,detroit,87.0,100.0,0.3879999999999999,0.4370000000000001,0.75,0.889,0.4,0.258,17.0,23.0,43.0,49.0
2018-03-17,2018,denver,memphis,0,94,101,-340.0,270.0,214.0,7.0,104.0,2018-03-17,21701040.0,Final,1610612763.0,1610612743.0,2017.0,1610612763.0,101.0,0.407,0.7859999999999999,0.406,21.0,47.0,1610612743.0,94.0,0.368,0.7240000000000001,0.273,17.0,49.0,1.0,memphis,denver,94.0,101.0,0.368,0.407,0.7240000000000001,0.7859999999999999,0.273,0.406,17.0,21.0,49.0,47.0
2018-03-17,2018,charlotte,new york,0,101,124,-300.0,240.0,224.0,6.5,108.5,2018-03-17,21701038.0,Final,1610612752.0,1610612766.0,2017.0,1610612752.0,124.0,0.49,0.778,0.462,24.0,56.0,1610612766.0,101.0,0.3670000000000001,0.813,0.273,11.0,50.0,1.0,new york,charlotte,101.0,124.0,0.3670000000000001,0.49,0.813,0.778,0.273,0.462,11.0,24.0,50.0,56.0
2018-03-17,2018,atlanta,milwaukee,0,117,122,600.0,-900.0,214.0,-10.5,110.0,2018-03-17,21701041.0,Final,1610612749.0,1610612737.0,2017.0,1610612749.0,122.0,0.477,0.906,0.44,31.0,44.0,1610612737.0,117.0,0.4589999999999999,0.964,0.3329999999999999,23.0,44.0,1.0,milwaukee,atlanta,117.0,122.0,0.4589999999999999,0.477,0.964,0.906,0.3329999999999999,0.44,23.0,31.0,44.0,44.0
2018-03-17,2018,golden state,phoenix,0,124,109,-210.0,175.0,215.0,5.5,106.0,2018-03-17,21701044.0,Final,1610612756.0,1610612744.0,2017.0,1610612756.0,109.0,0.476,0.69,0.4579999999999999,22.0,42.0,1610612744.0,124.0,0.526,0.7859999999999999,0.419,29.0,43.0,0.0,phoenix,golden state,124.0,109.0,0.526,0.476,0.7859999999999999,0.69,0.419,0.4579999999999999,29.0,22.0,43.0,42.0
2018-03-17,2018,brooklyn,dallas,1,114,106,-200.0,170.0,212.0,4.5,104.0,2018-03-17,21701037.0,Final,1610612751.0,1610612742.0,2017.0,1610612751.0,114.0,0.512,0.737,0.389,25.0,43.0,1610612742.0,106.0,0.446,0.857,0.545,25.0,45.0,1.0,brooklyn,dallas,114.0,106.0,0.512,0.446,0.737,0.857,0.389,0.545,25.0,25.0,43.0,45.0
2018-03-18,2018,boston,new orleans,0,89,108,135.0,-155.0,213.5,-3.0,109.5,2018-03-18,21701047.0,Final,1610612740.0,1610612738.0,2017.0,1610612740.0,108.0,0.5,0.8,0.3329999999999999,33.0,44.0,1610612738.0,89.0,0.402,0.5,0.346,17.0,44.0,1.0,new orleans,boston,89.0,108.0,0.402,0.5,0.5,0.8,0.346,0.3329999999999999,17.0,33.0,44.0,44.0
2018-03-18,2018,houston,minnesota,0,129,120,-330.0,260.0,222.5,7.0,108.5,2018-03-18,21701048.0,Final,1610612750.0,1610612745.0,2017.0,1610612750.0,120.0,0.523,0.769,0.5,24.0,41.0,1610612745.0,129.0,0.551,0.75,0.457,28.0,33.0,0.0,minnesota,houston,129.0,120.0,0.551,0.523,0.75,0.769,0.457,0.5,28.0,24.0,33.0,41.0
2018-03-18,2018,oklahoma city,toronto,0,132,125,210.0,-260.0,220.0,-6.0,108.0,2018-03-18,21701046.0,Final,1610612761.0,1610612760.0,2017.0,1610612761.0,125.0,0.568,0.7829999999999999,0.5,31.0,31.0,1610612760.0,132.0,0.557,0.706,0.476,27.0,39.0,0.0,toronto,oklahoma city,132.0,125.0,0.557,0.568,0.706,0.7829999999999999,0.476,0.5,27.0,31.0,39.0,31.0
2018-03-18,2018,la clippers,portland,1,109,122,-130.0,110.0,217.5,1.5,112.5,2018-03-18,21701049.0,Final,1610612746.0,1610612757.0,2017.0,1610612746.0,109.0,0.449,0.741,0.391,21.0,38.0,1610612757.0,122.0,0.5,0.8,0.483,24.0,47.0,0.0,la clippers,portland,109.0,122.0,0.449,0.5,0.741,0.8,0.391,0.483,21.0,24.0,38.0,47.0
2018-03-19,2018,cleveland,milwaukee,1,124,117,-150.0,130.0,226.0,3.0,110.0,2018-03-19,21701050.0,Final,1610612739.0,1610612749.0,2017.0,1610612739.0,124.0,0.494,0.852,0.395,24.0,42.0,1610612749.0,117.0,0.511,0.95,0.258,26.0,32.0,1.0,cleveland,milwaukee,124.0,117.0,0.494,0.511,0.852,0.95,0.395,0.258,24.0,26.0,42.0,32.0
2018-03-19,2018,brooklyn,memphis,1,118,115,-400.0,300.0,210.0,8.0,104.0,2018-03-19,21701053.0,Final,1610612751.0,1610612763.0,2017.0,1610612751.0,118.0,0.5,0.75,0.4,27.0,41.0,1610612763.0,115.0,0.523,0.65,0.435,21.0,42.0,1.0,brooklyn,memphis,118.0,115.0,0.5,0.523,0.75,0.65,0.4,0.435,27.0,21.0,41.0,42.0
2018-03-19,2018,indiana,la lakers,1,110,100,-220.0,180.0,220.0,5.0,108.5,2018-03-19,21701051.0,Final,1610612754.0,1610612747.0,2017.0,1610612754.0,110.0,0.494,0.947,0.286,24.0,44.0,1610612747.0,100.0,0.442,0.696,0.242,20.0,47.0,1.0,indiana,la lakers,110.0,100.0,0.494,0.442,0.947,0.696,0.286,0.242,24.0,20.0,44.0,47.0
2018-03-19,2018,detroit,sacramento,0,106,90,-170.0,145.0,205.0,4.0,99.5,2018-03-19,21701057.0,Final,1610612758.0,1610612765.0,2017.0,1610612758.0,90.0,0.455,0.444,0.261,23.0,39.0,1610612765.0,106.0,0.4679999999999999,0.818,0.483,17.0,44.0,0.0,sacramento,detroit,106.0,90.0,0.4679999999999999,0.455,0.818,0.444,0.483,0.261,17.0,23.0,44.0,39.0
2018-03-19,2018,denver,miami,0,141,149,105.0,-125.0,213.5,-1.5,104.0,2018-03-19,21701054.0,Final,1610612748.0,1610612743.0,2017.0,1610612748.0,149.0,0.5489999999999999,0.63,0.556,36.0,46.0,1610612743.0,141.0,0.46,0.838,0.474,23.0,46.0,1.0,miami,denver,141.0,149.0,0.46,0.5489999999999999,0.838,0.63,0.474,0.556,23.0,36.0,46.0,46.0
2018-03-19,2018,chicago,new york,0,92,110,180.0,-220.0,217.0,-5.0,110.5,2018-03-19,21701055.0,Final,1610612752.0,1610612741.0,2017.0,1610612752.0,110.0,0.4479999999999999,0.765,0.314,28.0,61.0,1610612741.0,92.0,0.359,0.742,0.1,21.0,48.0,1.0,new york,chicago,92.0,110.0,0.359,0.4479999999999999,0.742,0.765,0.1,0.314,21.0,28.0,48.0,61.0
2018-03-19,2018,charlotte,philadelphia,0,94,108,325.0,-425.0,220.5,-8.5,108.5,2018-03-19,21701052.0,Final,1610612755.0,1610612766.0,2017.0,1610612755.0,108.0,0.452,0.75,0.409,30.0,60.0,1610612766.0,94.0,0.381,0.8,0.273,16.0,39.0,1.0,philadelphia,charlotte,94.0,108.0,0.381,0.452,0.8,0.75,0.273,0.409,16.0,30.0,39.0,60.0
2018-03-19,2018,golden state,san antonio,0,75,89,290.0,-380.0,201.0,-8.0,97.5,2018-03-19,21701056.0,Final,1610612759.0,1610612744.0,2017.0,1610612759.0,89.0,0.402,0.7140000000000001,0.348,21.0,48.0,1610612744.0,75.0,0.405,0.75,0.158,17.0,36.0,1.0,san antonio,golden state,75.0,89.0,0.405,0.402,0.75,0.7140000000000001,0.158,0.348,17.0,21.0,36.0,48.0
2018-03-20,2018,houston,portland,0,115,111,-190.0,160.0,218.5,4.0,107.0,2018-03-20,21701064.0,Final,1610612757.0,1610612745.0,2017.0,1610612757.0,111.0,0.494,0.741,0.3929999999999999,20.0,44.0,1610612745.0,115.0,0.481,0.69,0.528,18.0,38.0,0.0,portland,houston,115.0,111.0,0.481,0.494,0.69,0.741,0.528,0.3929999999999999,18.0,20.0,38.0,44.0
2018-03-20,2018,detroit,phoenix,0,115,88,-370.0,285.0,218.0,8.0,105.5,2018-03-20,21701063.0,Final,1610612756.0,1610612765.0,2017.0,1610612756.0,88.0,0.3779999999999999,0.65,0.206,22.0,49.0,1610612765.0,115.0,0.4429999999999999,0.875,0.417,22.0,50.0,0.0,phoenix,detroit,115.0,88.0,0.4429999999999999,0.3779999999999999,0.875,0.65,0.417,0.206,22.0,22.0,50.0,49.0
2018-03-20,2018,la clippers,minnesota,0,109,123,145.0,-170.0,228.5,-3.5,111.0,2018-03-20,21701060.0,Final,1610612750.0,1610612746.0,2017.0,1610612750.0,123.0,0.523,0.958,0.4,23.0,40.0,1610612746.0,109.0,0.43,0.8079999999999999,0.3329999999999999,21.0,41.0,1.0,minnesota,la clippers,109.0,123.0,0.43,0.523,0.8079999999999999,0.958,0.3329999999999999,0.4,21.0,23.0,41.0,40.0
2018-03-20,2018,atlanta,utah,0,99,94,900.0,-1600.0,208.0,-14.0,107.5,2018-03-20,21701062.0,Final,1610612762.0,1610612737.0,2017.0,1610612762.0,94.0,0.371,0.88,0.176,16.0,51.0,1610612737.0,99.0,0.4039999999999999,0.737,0.273,21.0,52.0,0.0,utah,atlanta,99.0,94.0,0.4039999999999999,0.371,0.737,0.88,0.273,0.176,21.0,16.0,52.0,51.0
2018-03-20,2018,dallas,new orleans,0,105,115,250.0,-310.0,218.5,-6.5,106.5,2018-03-20,21701061.0,Final,1610612740.0,1610612742.0,2017.0,1610612740.0,115.0,0.527,0.6,0.4,33.0,46.0,1610612742.0,105.0,0.478,0.818,0.286,25.0,40.0,1.0,new orleans,dallas,105.0,115.0,0.478,0.527,0.818,0.6,0.286,0.4,25.0,33.0,40.0,46.0
2018-03-20,2018,boston,oklahoma city,1,100,99,185.0,-230.0,208.5,-5.0,102.5,2018-03-20,21701059.0,Final,1610612738.0,1610612760.0,2017.0,1610612738.0,100.0,0.414,0.938,0.361,22.0,52.0,1610612760.0,99.0,0.412,0.655,0.37,19.0,44.0,1.0,boston,oklahoma city,100.0,99.0,0.414,0.412,0.938,0.655,0.361,0.37,22.0,19.0,52.0,44.0
2018-03-20,2018,orlando,toronto,1,86,93,375.0,-500.0,211.0,-9.0,104.0,2018-03-20,21701058.0,Final,1610612753.0,1610612761.0,2017.0,1610612753.0,86.0,0.411,0.6,0.36,22.0,45.0,1610612761.0,93.0,0.455,0.529,0.389,19.0,45.0,0.0,orlando,toronto,86.0,93.0,0.411,0.455,0.6,0.529,0.36,0.389,22.0,19.0,45.0,45.0
2018-03-21,2018,indiana,new orleans,0,92,96,100.0,-120.0,219.5,-1.0,106.0,2018-03-21,21700809.0,Final,1610612740.0,1610612754.0,2017.0,1610612740.0,96.0,0.43,0.833,0.348,15.0,50.0,1610612754.0,92.0,0.366,0.944,0.318,15.0,48.0,1.0,new orleans,indiana,92.0,96.0,0.366,0.43,0.944,0.833,0.318,0.348,15.0,15.0,48.0,50.0
2018-03-21,2018,la clippers,milwaukee,0,127,120,185.0,-230.0,222.5,-5.5,108.0,2018-03-21,21701070.0,Final,1610612749.0,1610612746.0,2017.0,1610612749.0,120.0,0.5489999999999999,0.706,0.308,33.0,33.0,1610612746.0,127.0,0.523,0.759,0.5,26.0,47.0,0.0,milwaukee,la clippers,127.0,120.0,0.523,0.5489999999999999,0.759,0.706,0.5,0.308,26.0,33.0,47.0,33.0
2018-03-21,2018,memphis,philadelphia,0,105,119,800.0,-1400.0,208.0,-12.5,101.5,2018-03-21,21701066.0,Final,1610612755.0,1610612763.0,2017.0,1610612755.0,119.0,0.5479999999999999,0.8,0.355,32.0,38.0,1610612763.0,105.0,0.4039999999999999,0.8,0.3329999999999999,25.0,47.0,1.0,philadelphia,memphis,105.0,119.0,0.4039999999999999,0.5479999999999999,0.8,0.8,0.3329999999999999,0.355,25.0,32.0,47.0,38.0
2018-03-21,2018,san antonio,washington,1,98,90,-230.0,185.0,202.0,5.5,99.0,2018-03-21,21701071.0,Final,1610612759.0,1610612764.0,2017.0,1610612759.0,98.0,0.494,0.722,0.304,21.0,42.0,1610612764.0,90.0,0.422,0.75,0.32,27.0,35.0,1.0,san antonio,washington,98.0,90.0,0.494,0.422,0.722,0.75,0.304,0.32,21.0,27.0,42.0,35.0
2018-03-21,2018,miami,new york,1,119,98,-600.0,425.0,217.0,9.5,106.0,2018-03-21,21701068.0,Final,1610612748.0,1610612752.0,2017.0,1610612748.0,119.0,0.556,0.737,0.441,31.0,32.0,1610612752.0,98.0,0.4379999999999999,0.833,0.3229999999999999,21.0,40.0,1.0,miami,new york,119.0,98.0,0.556,0.4379999999999999,0.737,0.833,0.441,0.3229999999999999,31.0,21.0,32.0,40.0
2018-03-21,2018,brooklyn,charlotte,1,105,111,100.0,-120.0,222.0,-1.0,107.0,2018-03-21,21701067.0,Final,1610612751.0,1610612766.0,2017.0,1610612751.0,105.0,0.419,0.667,0.351,22.0,46.0,1610612766.0,111.0,0.3829999999999999,0.7659999999999999,0.188,18.0,68.0,0.0,brooklyn,charlotte,105.0,111.0,0.419,0.3829999999999999,0.667,0.7659999999999999,0.351,0.188,22.0,18.0,46.0,68.0
2018-03-21,2018,cleveland,toronto,1,132,129,100.0,-120.0,225.5,-1.5,110.0,2018-03-21,21701065.0,Final,1610612739.0,1610612761.0,2017.0,1610612739.0,132.0,0.603,0.821,0.625,28.0,33.0,1610612761.0,129.0,0.534,0.87,0.441,32.0,33.0,1.0,cleveland,toronto,132.0,129.0,0.603,0.534,0.821,0.87,0.625,0.441,28.0,32.0,33.0,33.0
2018-03-21,2018,chicago,denver,1,102,135,375.0,-500.0,215.5,-9.0,106.0,2018-03-21,21701069.0,Final,1610612741.0,1610612743.0,2017.0,1610612741.0,102.0,0.4379999999999999,0.7859999999999999,0.342,29.0,34.0,1610612743.0,135.0,0.614,0.813,0.5710000000000001,34.0,45.0,0.0,chicago,denver,102.0,135.0,0.4379999999999999,0.614,0.7859999999999999,0.813,0.342,0.5710000000000001,29.0,34.0,34.0,45.0
2018-03-22,2018,atlanta,sacramento,0,90,105,140.0,-160.0,212.5,-3.5,110.0,2018-03-22,21701077.0,Final,1610612758.0,1610612737.0,2017.0,1610612758.0,105.0,0.462,1.0,0.476,28.0,51.0,1610612737.0,90.0,0.3929999999999999,0.667,0.3329999999999999,19.0,40.0,1.0,sacramento,atlanta,90.0,105.0,0.3929999999999999,0.462,0.667,1.0,0.3329999999999999,0.476,19.0,28.0,40.0,51.0
2018-03-22,2018,detroit,houston,0,96,100,650.0,-1000.0,212.5,-11.0,104.5,2018-03-22,21701074.0,Final,1610612745.0,1610612765.0,2017.0,1610612745.0,100.0,0.354,0.643,0.235,19.0,52.0,1610612765.0,96.0,0.421,0.526,0.158,22.0,66.0,1.0,houston,detroit,96.0,100.0,0.421,0.354,0.526,0.643,0.158,0.235,22.0,19.0,66.0,52.0
2018-03-22,2018,la lakers,new orleans,0,125,128,120.0,-140.0,231.0,-2.5,114.0,2018-03-22,21701075.0,Final,1610612740.0,1610612747.0,2017.0,1610612740.0,128.0,0.547,0.818,0.25,28.0,42.0,1610612747.0,125.0,0.494,0.7859999999999999,0.436,19.0,40.0,1.0,new orleans,la lakers,125.0,128.0,0.494,0.547,0.7859999999999999,0.818,0.436,0.25,19.0,28.0,40.0,42.0
2018-03-22,2018,orlando,philadelphia,1,98,118,300.0,-400.0,212.5,-8.0,105.0,2018-03-22,21701073.0,Final,1610612753.0,1610612755.0,2017.0,1610612753.0,98.0,0.407,0.636,0.303,26.0,40.0,1610612755.0,118.0,0.472,0.792,0.405,30.0,56.0,0.0,orlando,philadelphia,98.0,118.0,0.407,0.472,0.636,0.792,0.303,0.405,26.0,30.0,40.0,56.0
2018-03-22,2018,dallas,utah,1,112,119,350.0,-450.0,199.5,-8.5,104.5,2018-03-22,21701076.0,Final,1610612742.0,1610612762.0,2017.0,1610612742.0,112.0,0.494,0.7859999999999999,0.531,22.0,35.0,1610612762.0,119.0,0.529,0.938,0.414,32.0,39.0,0.0,dallas,utah,112.0,119.0,0.494,0.529,0.7859999999999999,0.938,0.531,0.414,22.0,32.0,35.0,39.0
2018-03-22,2018,charlotte,memphis,1,140,79,-450.0,350.0,214.5,8.0,104.5,2018-03-22,21701072.0,Final,1610612766.0,1610612763.0,2017.0,1610612766.0,140.0,0.5329999999999999,0.852,0.475,25.0,53.0,1610612763.0,79.0,0.385,0.7140000000000001,0.222,13.0,38.0,1.0,charlotte,memphis,140.0,79.0,0.5329999999999999,0.385,0.852,0.7140000000000001,0.475,0.222,25.0,13.0,53.0,38.0
2018-03-23,2018,cleveland,phoenix,1,120,95,-3500.0,1300.0,229.0,15.5,116.5,2018-03-23,21701080.0,Final,1610612739.0,1610612756.0,2017.0,1610612739.0,120.0,0.495,0.75,0.276,23.0,54.0,1610612756.0,95.0,0.4370000000000001,0.6,0.25,24.0,36.0,1.0,cleveland,phoenix,120.0,95.0,0.495,0.4370000000000001,0.75,0.6,0.276,0.25,23.0,24.0,54.0,36.0
2018-03-23,2018,chicago,milwaukee,1,105,118,160.0,-190.0,217.0,-4.5,105.5,2018-03-23,21701083.0,Final,1610612741.0,1610612749.0,2017.0,1610612741.0,105.0,0.414,0.913,0.462,21.0,51.0,1610612749.0,118.0,0.494,0.895,0.5,27.0,36.0,0.0,chicago,milwaukee,105.0,118.0,0.414,0.494,0.913,0.895,0.462,0.5,21.0,27.0,51.0,36.0
2018-03-23,2018,minnesota,new york,0,108,104,-270.0,220.0,226.0,6.0,109.0,2018-03-23,21701081.0,Final,1610612752.0,1610612750.0,2017.0,1610612752.0,104.0,0.435,0.706,0.429,25.0,42.0,1610612750.0,108.0,0.467,0.875,0.385,23.0,45.0,0.0,new york,minnesota,108.0,104.0,0.467,0.435,0.875,0.706,0.385,0.429,23.0,25.0,45.0,42.0
2018-03-23,2018,indiana,la clippers,1,109,104,-170.0,145.0,218.0,3.5,107.0,2018-03-23,21701078.0,Final,1610612754.0,1610612746.0,2017.0,1610612754.0,109.0,0.462,0.857,0.355,25.0,42.0,1610612746.0,104.0,0.5529999999999999,0.7140000000000001,0.385,24.0,32.0,1.0,indiana,la clippers,109.0,104.0,0.462,0.5529999999999999,0.857,0.7140000000000001,0.355,0.385,25.0,24.0,42.0,32.0
2018-03-23,2018,miami,oklahoma city,0,99,105,225.0,-275.0,217.0,-6.0,102.5,2018-03-23,21701084.0,Final,1610612760.0,1610612748.0,2017.0,1610612760.0,105.0,0.429,0.758,0.308,17.0,51.0,1610612748.0,99.0,0.391,0.9,0.433,22.0,41.0,1.0,oklahoma city,miami,99.0,105.0,0.391,0.429,0.9,0.758,0.433,0.308,22.0,17.0,41.0,51.0
2018-03-23,2018,denver,washington,0,108,100,105.0,-125.0,218.0,-1.5,104.0,2018-03-23,21701079.0,Final,1610612764.0,1610612743.0,2017.0,1610612764.0,100.0,0.475,0.7140000000000001,0.5,28.0,46.0,1610612743.0,108.0,0.435,0.944,0.5,25.0,38.0,0.0,washington,denver,108.0,100.0,0.435,0.475,0.944,0.7140000000000001,0.5,0.5,25.0,28.0,38.0,46.0
2018-03-23,2018,brooklyn,toronto,0,112,116,650.0,-1000.0,221.0,-11.0,114.0,2018-03-23,21701082.0,Final,1610612761.0,1610612751.0,2017.0,1610612761.0,116.0,0.477,0.69,0.5,26.0,43.0,1610612751.0,112.0,0.488,0.613,0.407,21.0,40.0,1.0,toronto,brooklyn,112.0,116.0,0.488,0.477,0.613,0.69,0.407,0.5,21.0,26.0,40.0,43.0
2018-03-23,2018,boston,portland,0,105,100,290.0,-380.0,203.0,-8.0,105.5,2018-03-23,21701086.0,Final,1610612757.0,1610612738.0,2017.0,1610612757.0,100.0,0.44,0.8,0.242,16.0,43.0,1610612738.0,105.0,0.455,0.923,0.611,22.0,45.0,0.0,portland,boston,105.0,100.0,0.455,0.44,0.923,0.8,0.611,0.242,22.0,16.0,45.0,43.0
2018-03-23,2018,atlanta,golden state,0,94,106,600.0,-900.0,221.0,-11.0,113.5,2018-03-23,21701087.0,Final,1610612744.0,1610612737.0,2017.0,1610612744.0,106.0,0.452,0.909,0.4,28.0,46.0,1610612737.0,94.0,0.44,0.45,0.344,24.0,44.0,1.0,golden state,atlanta,94.0,106.0,0.44,0.452,0.45,0.909,0.344,0.4,24.0,28.0,44.0,46.0
2018-03-23,2018,san antonio,utah,1,124,120,-160.0,140.0,194.0,3.5,101.5,2018-03-23,21701085.0,Final,1610612759.0,1610612762.0,2017.0,1610612759.0,124.0,0.511,0.852,0.412,21.0,49.0,1610612762.0,120.0,0.489,0.7929999999999999,0.3929999999999999,24.0,34.0,1.0,san antonio,utah,124.0,120.0,0.511,0.489,0.852,0.7929999999999999,0.412,0.3929999999999999,21.0,24.0,49.0,34.0
2018-03-24,2018,la lakers,memphis,0,100,93,-290.0,235.0,214.5,6.5,104.5,2018-03-24,21701092.0,Final,1610612763.0,1610612747.0,2017.0,1610612763.0,93.0,0.417,0.818,0.172,20.0,43.0,1610612747.0,100.0,0.407,0.68,0.342,19.0,44.0,0.0,memphis,la lakers,100.0,93.0,0.407,0.417,0.68,0.818,0.342,0.172,19.0,20.0,44.0,43.0
2018-03-24,2018,minnesota,philadelphia,0,108,120,300.0,-400.0,224.0,-8.0,108.5,2018-03-24,21701088.0,Final,1610612755.0,1610612750.0,2017.0,1610612755.0,120.0,0.477,0.639,0.351,33.0,51.0,1610612750.0,108.0,0.385,0.737,0.261,19.0,53.0,1.0,philadelphia,minnesota,108.0,120.0,0.385,0.477,0.737,0.639,0.261,0.351,19.0,33.0,53.0,51.0
2018-03-24,2018,chicago,detroit,0,95,117,800.0,-1400.0,208.5,-13.0,108.0,2018-03-24,21701089.0,Final,1610612765.0,1610612741.0,2017.0,1610612765.0,117.0,0.494,0.833,0.381,33.0,49.0,1610612741.0,95.0,0.402,0.667,0.314,27.0,44.0,1.0,detroit,chicago,95.0,117.0,0.402,0.494,0.667,0.833,0.314,0.381,27.0,33.0,44.0,49.0
2018-03-24,2018,charlotte,dallas,0,102,98,-145.0,125.0,214.5,2.5,105.0,2018-03-24,21701093.0,Final,1610612742.0,1610612766.0,2017.0,1610612742.0,98.0,0.396,0.737,0.293,22.0,52.0,1610612766.0,102.0,0.38,0.69,0.48,21.0,62.0,0.0,dallas,charlotte,102.0,98.0,0.38,0.396,0.69,0.737,0.48,0.293,21.0,22.0,62.0,52.0
2018-03-24,2018,orlando,phoenix,1,105,99,-330.0,260.0,216.0,7.0,109.5,2018-03-24,21701090.0,Final,1610612753.0,1610612756.0,2017.0,1610612753.0,105.0,0.44,0.741,0.3670000000000001,29.0,54.0,1610612756.0,99.0,0.4039999999999999,0.769,0.241,21.0,41.0,1.0,orlando,phoenix,105.0,99.0,0.44,0.4039999999999999,0.741,0.769,0.3670000000000001,0.241,29.0,21.0,54.0,41.0
2018-03-24,2018,houston,new orleans,1,114,91,-470.0,360.0,224.5,8.5,108.5,2018-03-24,21701091.0,Final,1610612745.0,1610612740.0,2017.0,1610612745.0,114.0,0.484,0.75,0.3829999999999999,22.0,48.0,1610612740.0,91.0,0.396,0.75,0.286,19.0,46.0,1.0,houston,new orleans,114.0,91.0,0.484,0.396,0.75,0.75,0.3829999999999999,0.286,22.0,19.0,48.0,46.0
2018-03-25,2018,new york,washington,0,101,97,500.0,-700.0,217.5,-10.5,106.5,2018-03-25,21701098.0,Final,1610612764.0,1610612752.0,2017.0,1610612764.0,97.0,0.425,0.7390000000000001,0.316,25.0,46.0,1610612752.0,101.0,0.466,0.867,0.273,26.0,44.0,0.0,washington,new york,101.0,97.0,0.466,0.425,0.867,0.7390000000000001,0.273,0.316,26.0,25.0,44.0,46.0
2018-03-25,2018,la clippers,toronto,0,117,106,325.0,-425.0,224.5,-8.5,109.0,2018-03-25,21701097.0,Final,1610612761.0,1610612746.0,2017.0,1610612761.0,106.0,0.446,0.5710000000000001,0.444,24.0,48.0,1610612746.0,117.0,0.4629999999999999,0.778,0.444,17.0,44.0,0.0,toronto,la clippers,117.0,106.0,0.4629999999999999,0.446,0.778,0.5710000000000001,0.444,0.444,17.0,24.0,44.0,48.0
2018-03-25,2018,atlanta,houston,0,99,118,1100.0,-2500.0,215.5,-13.5,110.5,2018-03-25,21701101.0,Final,1610612745.0,1610612737.0,2017.0,1610612745.0,118.0,0.489,0.909,0.385,28.0,45.0,1610612737.0,99.0,0.4429999999999999,0.909,0.275,18.0,45.0,1.0,houston,atlanta,99.0,118.0,0.4429999999999999,0.489,0.909,0.909,0.275,0.385,18.0,28.0,45.0,45.0
2018-03-25,2018,boston,sacramento,0,104,93,-275.0,225.0,197.5,6.5,103.0,2018-03-25,21701099.0,Final,1610612758.0,1610612738.0,2017.0,1610612758.0,93.0,0.4629999999999999,1.0,0.2689999999999999,18.0,34.0,1610612738.0,104.0,0.556,0.706,0.545,23.0,35.0,0.0,sacramento,boston,104.0,93.0,0.556,0.4629999999999999,0.706,1.0,0.545,0.2689999999999999,23.0,18.0,35.0,34.0
2018-03-25,2018,brooklyn,cleveland,1,114,121,260.0,-330.0,228.0,-7.0,112.0,2018-03-25,21701094.0,Final,1610612751.0,1610612739.0,2017.0,1610612751.0,114.0,0.4579999999999999,0.8079999999999999,0.4589999999999999,27.0,38.0,1610612739.0,121.0,0.506,0.8079999999999999,0.429,25.0,49.0,0.0,brooklyn,cleveland,114.0,121.0,0.4579999999999999,0.506,0.8079999999999999,0.8079999999999999,0.4589999999999999,0.429,27.0,25.0,38.0,49.0
