date,season,teamA,teamB,teamA_home,teamA_score,teamB_score,teamA_moneyLine,teamB_moneyLine,total,spread,secondHalfTotal,teamA_nick,teamB_nick,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,home_team_name,away_team_name
2015-03-22,2015,boston,detroit,1,97,105,-230.0,195.0,196.5,5.5,98.0,celtics,pistons,2015-03-22,21401043,Final,1610612738,1610612765,2014,1610612738,97.0,0.362,0.765,0.296,24.0,59.0,1610612765,105.0,0.4379999999999999,0.6,0.346,24.0,56.0,0,celtics,pistons
2015-03-22,2015,sacramento,washington,1,109,86,150.0,-170.0,209.0,-4.0,103.5,kings,wizards,2015-03-22,21401042,Final,1610612758,1610612764,2014,1610612758,109.0,0.506,0.913,0.471,24.0,34.0,1610612764,86.0,0.402,0.722,0.176,21.0,44.0,1,kings,wizards
2015-03-23,2015,golden state,washington,1,107,76,-850.0,600.0,207.5,11.0,103.5,warriors,wizards,2015-03-23,21401053,Final,1610612744,1610612764,2014,1610612744,107.0,0.411,0.762,0.3939999999999999,23.0,62.0,1610612764,76.0,0.3329999999999999,0.731,0.273,15.0,38.0,1,warriors,wizards
2015-03-24,2015,dallas,san antonio,1,101,94,145.0,-165.0,206.5,-3.5,108.5,mavericks,spurs,2015-03-24,21401057,Final,1610612742,1610612759,2014,1610612742,101.0,0.483,0.769,0.318,21.0,49.0,1610612759,94.0,0.424,0.778,0.286,16.0,43.0,1,mavericks,spurs
2015-03-24,2015,detroit,toronto,1,108,104,155.0,-175.0,204.5,-4.0,102.5,pistons,raptors,2015-03-24,21401054,Final,1610612765,1610612761,2014,1610612765,108.0,0.43,0.667,0.414,26.0,42.0,1610612761,104.0,0.467,0.931,0.304,19.0,43.0,1,pistons,raptors
2015-03-25,2015,boston,miami,1,86,93,-400.0,320.0,198.5,8.0,98.0,celtics,heat,2015-03-25,21401064,Final,1610612738,1610612748,2014,1610612738,86.0,0.406,0.6759999999999999,0.263,16.0,43.0,1610612748,93.0,0.442,0.696,0.375,23.0,38.0,0,celtics,heat
2015-03-25,2015,denver,philadelphia,1,85,99,-780.0,580.0,209.5,11.5,103.0,nuggets,76ers,2015-03-25,21401069,Final,1610612743,1610612755,2014,1610612743,85.0,0.345,0.7040000000000001,0.276,13.0,49.0,1610612755,99.0,0.417,0.682,0.412,17.0,49.0,0,nuggets,76ers
2015-03-25,2015,phoenix,sacramento,1,99,108,-385.0,305.0,213.0,8.5,105.5,suns,kings,2015-03-25,21401072,Final,1610612756,1610612758,2014,1610612756,99.0,0.4370000000000001,0.654,0.24,16.0,46.0,1610612758,108.0,0.494,0.87,0.381,27.0,43.0,0,suns,kings
2015-03-27,2015,atlanta,miami,1,99,86,-385.0,315.0,195.5,8.0,97.0,hawks,heat,2015-03-27,21401077,Final,1610612737,1610612748,2014,1610612737,99.0,0.514,0.792,0.3329999999999999,31.0,38.0,1610612748,86.0,0.39,0.733,0.314,20.0,41.0,1,hawks,heat
2015-03-27,2015,brooklyn,cleveland,1,106,98,345.0,-425.0,207.0,-8.5,103.0,nets,cavaliers,2015-03-27,21401078,Final,1610612751,1610612739,2014,1610612751,106.0,0.465,0.895,0.391,21.0,46.0,1610612739,98.0,0.457,0.8,0.267,17.0,40.0,1,nets,cavaliers
2015-03-27,2015,denver,utah,1,107,91,-135.0,115.0,189.0,2.0,99.5,nuggets,jazz,2015-03-27,21401085,Final,1610612743,1610612762,2014,1610612743,107.0,0.513,0.696,0.542,23.0,41.0,1610612762,91.0,0.395,0.71,0.185,20.0,42.0,1,nuggets,jazz
2015-03-27,2015,houston,minnesota,1,120,110,-1800.0,1000.0,205.5,14.0,101.0,rockets,timberwolves,2015-03-27,21401081,Final,1610612745,1610612750,2014,1610612745,120.0,0.53,0.706,0.455,34.0,41.0,1610612750,110.0,0.487,0.882,0.429,26.0,31.0,1,rockets,timberwolves
2015-03-27,2015,new orleans,sacramento,1,102,88,-270.0,225.0,205.5,6.5,100.5,pelicans,kings,2015-03-27,21401083,Final,1610612740,1610612758,2014,1610612740,102.0,0.512,0.583,0.45,25.0,47.0,1610612758,88.0,0.4429999999999999,0.611,0.467,14.0,37.0,1,pelicans,kings
2015-03-27,2015,phoenix,portland,1,81,87,105.0,-125.0,201.5,-1.0,100.5,suns,trail blazers,2015-03-27,21401086,Final,1610612756,1610612757,2014,1610612756,81.0,0.368,0.917,0.3,14.0,48.0,1610612757,87.0,0.4039999999999999,0.444,0.2689999999999999,15.0,54.0,0,suns,trail blazers
2015-03-28,2015,chicago,new york,1,111,80,-4310.0,1810.0,190.0,17.5,93.0,bulls,knicks,2015-03-28,21401088,Final,1610612741,1610612752,2014,1610612741,111.0,0.512,0.8640000000000001,0.353,28.0,51.0,1610612752,80.0,0.38,0.8420000000000001,0.235,22.0,35.0,1,bulls,knicks
2015-03-29,2015,cleveland,philadelphia,1,87,86,-3305.0,1955.0,200.0,17.0,97.5,cavaliers,76ers,2015-03-29,21401092,Final,1610612739,1610612755,2014,1610612739,87.0,0.3879999999999999,0.667,0.391,17.0,53.0,1610612755,86.0,0.405,0.5329999999999999,0.3329999999999999,18.0,45.0,1,cavaliers,76ers
2015-03-30,2015,atlanta,milwaukee,1,101,88,-450.0,360.0,194.5,9.0,96.0,hawks,bucks,2015-03-30,21401103,Final,1610612737,1610612749,2014,1610612737,101.0,0.456,0.833,0.31,29.0,42.0,1610612749,88.0,0.4529999999999999,0.696,0.235,26.0,39.0,1,hawks,bucks
2015-03-30,2015,memphis,sacramento,1,97,83,-600.0,450.0,199.0,10.5,97.5,grizzlies,kings,2015-03-30,21401105,Final,1610612763,1610612758,2014,1610612763,97.0,0.4579999999999999,0.765,0.348,23.0,45.0,1610612758,83.0,0.407,0.6,0.313,16.0,41.0,1,grizzlies,kings
2015-03-30,2015,minnesota,utah,1,84,104,315.0,-380.0,187.0,-8.0,98.0,timberwolves,jazz,2015-03-30,21401106,Final,1610612750,1610612762,2014,1610612750,84.0,0.368,0.815,0.375,21.0,34.0,1610612762,104.0,0.476,0.889,0.303,18.0,47.0,0,timberwolves,jazz
2015-03-31,2015,brooklyn,indiana,1,111,106,100.0,-120.0,200.5,-1.5,102.5,nets,pacers,2015-03-31,21401108,Final,1610612751,1610612754,2014,1610612751,111.0,0.5,0.7859999999999999,0.5,25.0,41.0,1610612754,106.0,0.451,0.833,0.522,23.0,37.0,1,nets,pacers
2015-03-31,2015,miami,san antonio,1,81,95,315.0,-385.0,195.0,-8.0,100.5,heat,spurs,2015-03-31,21401110,Final,1610612748,1610612759,2014,1610612748,81.0,0.405,1.0,0.3329999999999999,11.0,33.0,1610612759,95.0,0.5,0.765,0.444,21.0,38.0,0,heat,spurs
2015-04-01,2015,boston,indiana,1,100,87,-185.0,160.0,200.5,4.0,103.5,celtics,pacers,2015-04-01,21401115,Final,1610612738,1610612754,2014,1610612738,100.0,0.4529999999999999,0.889,0.222,29.0,46.0,1610612754,87.0,0.42,0.565,0.4,17.0,39.0,1,celtics,pacers
2015-04-01,2015,charlotte,detroit,1,102,78,-225.0,190.0,196.0,5.5,96.0,hornets,pistons,2015-04-01,21401112,Final,1610612766,1610612765,2014,1610612766,102.0,0.422,0.708,0.409,21.0,55.0,1610612765,78.0,0.352,0.611,0.2269999999999999,24.0,51.0,1,hornets,pistons
2015-04-01,2015,houston,sacramento,1,115,111,-625.0,475.0,211.5,10.5,104.0,rockets,kings,2015-04-01,21401117,Final,1610612745,1610612758,2014,1610612745,115.0,0.461,0.6,0.45,24.0,42.0,1610612758,111.0,0.5,0.5,0.5,30.0,57.0,1,rockets,kings
2015-04-01,2015,minnesota,toronto,1,99,113,435.0,-560.0,203.5,-10.0,99.0,timberwolves,raptors,2015-04-01,21401119,Final,1610612750,1610612761,2014,1610612750,99.0,0.532,0.632,0.357,21.0,32.0,1610612761,113.0,0.5529999999999999,0.696,0.433,25.0,34.0,0,timberwolves,raptors
2015-04-01,2015,orlando,san antonio,1,91,103,475.0,-625.0,198.0,-10.0,102.0,magic,spurs,2015-04-01,21401113,Final,1610612753,1610612759,2014,1610612753,91.0,0.419,0.889,0.294,24.0,50.0,1610612759,103.0,0.407,0.87,0.4479999999999999,20.0,49.0,0,magic,spurs
2015-04-02,2015,cleveland,miami,1,114,88,-580.0,455.0,196.0,9.5,95.5,cavaliers,heat,2015-04-02,21401124,Final,1610612739,1610612748,2014,1610612739,114.0,0.5,0.76,0.429,23.0,43.0,1610612748,88.0,0.4270000000000001,0.81,0.3329999999999999,25.0,36.0,1,cavaliers,heat
2015-04-02,2015,dallas,houston,1,101,108,-135.0,115.0,210.0,2.5,104.5,mavericks,rockets,2015-04-02,21401125,Final,1610612742,1610612745,2014,1610612742,101.0,0.44,0.7040000000000001,0.308,23.0,41.0,1610612745,108.0,0.442,0.725,0.355,24.0,55.0,0,mavericks,rockets
2015-04-02,2015,golden state,phoenix,1,107,106,-1060.0,760.0,210.0,12.5,103.5,warriors,suns,2015-04-02,21401126,Final,1610612744,1610612756,2014,1610612744,107.0,0.462,0.647,0.385,29.0,50.0,1610612756,106.0,0.467,0.654,0.263,25.0,47.0,1,warriors,suns
2015-04-03,2015,boston,milwaukee,1,101,110,-200.0,175.0,194.5,5.0,98.5,celtics,bucks,2015-04-03,21401129,Final,1610612738,1610612749,2014,1610612738,101.0,0.4429999999999999,0.938,0.3329999999999999,19.0,41.0,1610612749,110.0,0.529,0.611,0.375,31.0,45.0,0,celtics,bucks
2015-04-03,2015,brooklyn,toronto,1,114,109,-130.0,110.0,206.0,2.0,101.5,nets,raptors,2015-04-03,21401130,Final,1610612751,1610612761,2014,1610612751,114.0,0.523,0.7390000000000001,0.313,21.0,41.0,1610612761,109.0,0.512,0.7390000000000001,0.308,24.0,40.0,1,nets,raptors
2015-04-03,2015,chicago,detroit,1,88,82,-530.0,405.0,196.0,9.5,97.5,bulls,pistons,2015-04-03,21401131,Final,1610612741,1610612765,2014,1610612741,88.0,0.3879999999999999,0.857,0.235,18.0,44.0,1610612765,82.0,0.4320000000000001,0.8,0.316,14.0,42.0,1,bulls,pistons
2015-04-03,2015,memphis,oklahoma city,1,100,92,-230.0,195.0,204.5,5.5,101.5,grizzlies,thunder,2015-04-03,21401132,Final,1610612763,1610612760,2014,1610612763,100.0,0.475,0.7140000000000001,0.19,16.0,45.0,1610612760,92.0,0.409,0.615,0.235,18.0,47.0,1,grizzlies,thunder
2015-04-03,2015,minnesota,orlando,1,84,97,160.0,-185.0,205.5,-4.5,102.5,timberwolves,magic,2015-04-03,21401133,Final,1610612750,1610612753,2014,1610612750,84.0,0.4529999999999999,0.7809999999999999,0.091,15.0,30.0,1610612753,97.0,0.435,0.647,0.286,23.0,53.0,0,timberwolves,magic
2015-04-04,2015,atlanta,brooklyn,1,131,99,-600.0,460.0,206.0,10.5,101.0,hawks,nets,2015-04-04,21401138,Final,1610612737,1610612751,2014,1610612737,131.0,0.598,0.8420000000000001,0.515,40.0,34.0,1610612751,99.0,0.488,0.647,0.435,22.0,39.0,1,hawks,nets
2015-04-04,2015,charlotte,philadelphia,1,92,91,-275.0,230.0,188.5,6.5,93.5,hornets,76ers,2015-04-04,21401137,Final,1610612766,1610612755,2014,1610612766,92.0,0.407,0.913,0.077,13.0,44.0,1610612755,91.0,0.368,0.727,0.423,13.0,40.0,1,hornets,76ers
2015-04-04,2015,dallas,golden state,1,110,123,230.0,-275.0,215.5,-6.5,106.5,mavericks,warriors,2015-04-04,21401142,Final,1610612742,1610612744,2014,1610612742,110.0,0.425,0.722,0.188,14.0,44.0,1610612744,123.0,0.4529999999999999,0.7190000000000001,0.389,28.0,55.0,0,mavericks,warriors
2015-04-04,2015,detroit,miami,1,99,98,175.0,-205.0,189.5,-5.0,94.0,pistons,heat,2015-04-04,21401139,Final,1610612765,1610612748,2014,1610612765,99.0,0.493,0.652,0.462,20.0,33.0,1610612748,98.0,0.481,0.731,0.25,19.0,37.0,1,pistons,heat
2015-04-04,2015,memphis,washington,1,83,92,-375.0,305.0,187.0,8.0,92.5,grizzlies,wizards,2015-04-04,21401141,Final,1610612763,1610612764,2014,1610612763,83.0,0.42,0.778,0.067,23.0,41.0,1610612764,92.0,0.481,0.8,0.364,24.0,40.0,0,grizzlies,wizards
2015-04-04,2015,milwaukee,orlando,1,90,97,-450.0,355.0,194.0,8.5,96.5,bucks,magic,2015-04-04,21401143,Final,1610612749,1610612753,2014,1610612749,90.0,0.4379999999999999,0.5379999999999999,0.313,26.0,45.0,1610612753,97.0,0.465,0.6920000000000001,0.381,23.0,45.0,0,bucks,magic
2015-04-04,2015,phoenix,utah,1,87,85,-120.0,100.0,188.0,1.5,97.0,suns,jazz,2015-04-04,21401145,Final,1610612756,1610612762,2014,1610612756,87.0,0.435,0.759,0.357,12.0,32.0,1610612762,85.0,0.392,0.833,0.3329999999999999,17.0,47.0,1,suns,jazz
2015-04-05,2015,indiana,miami,1,112,89,-265.0,220.0,192.0,6.0,96.0,pacers,heat,2015-04-05,21401149,Final,1610612754,1610612748,2014,1610612754,112.0,0.435,0.667,0.467,23.0,55.0,1610612748,89.0,0.451,0.684,0.1,15.0,37.0,1,pacers,heat
2015-04-05,2015,new york,philadelphia,1,101,91,-115.0,-105.0,187.0,0.0,93.0,knicks,76ers,2015-04-05,21401151,Final,1610612752,1610612755,2014,1610612752,101.0,0.514,0.828,0.231,24.0,49.0,1610612755,91.0,0.384,0.625,0.313,22.0,36.0,1,knicks,76ers
2015-04-05,2015,sacramento,utah,1,95,101,-120.0,100.0,189.5,1.0,98.0,kings,jazz,2015-04-05,21401152,Final,1610612758,1610612762,2014,1610612758,95.0,0.481,0.583,0.3329999999999999,20.0,43.0,1610612762,101.0,0.46,0.722,0.3329999999999999,18.0,47.0,0,kings,jazz
2015-04-06,2015,brooklyn,portland,1,106,96,-265.0,220.0,203.5,6.0,100.0,nets,trail blazers,2015-04-06,21400668,Final,1610612751,1610612757,2014,1610612751,106.0,0.451,0.7829999999999999,0.429,25.0,46.0,1610612757,96.0,0.4479999999999999,0.778,0.423,17.0,50.0,1,nets,trail blazers
2015-04-07,2015,atlanta,phoenix,1,96,69,-300.0,240.0,200.0,7.0,99.5,hawks,suns,2015-04-07,21401154,Final,1610612737,1610612756,2014,1610612737,96.0,0.494,0.7140000000000001,0.16,21.0,54.0,1610612756,69.0,0.313,0.722,0.2,16.0,37.0,1,hawks,suns
2015-04-07,2015,oklahoma city,san antonio,1,88,113,200.0,-240.0,215.0,-6.0,109.5,thunder,spurs,2015-04-07,21401157,Final,1610612760,1610612759,2014,1610612760,88.0,0.405,0.536,0.263,14.0,39.0,1610612759,113.0,0.528,0.6920000000000001,0.417,27.0,46.0,0,thunder,spurs
2015-04-08,2015,charlotte,toronto,1,74,92,135.0,-155.0,199.0,-3.5,97.5,hornets,raptors,2015-04-08,21401160,Final,1610612766,1610612761,2014,1610612766,74.0,0.346,0.727,0.455,15.0,35.0,1610612761,92.0,0.429,0.737,0.444,20.0,47.0,0,hornets,raptors
2015-04-08,2015,dallas,phoenix,1,107,104,-420.0,335.0,205.5,8.5,103.0,mavericks,suns,2015-04-08,21401171,Final,1610612742,1610612756,2014,1610612742,107.0,0.479,0.813,0.222,18.0,47.0,1610612756,104.0,0.488,0.8420000000000001,0.32,22.0,37.0,1,mavericks,suns
2015-04-08,2015,memphis,new orleans,1,110,74,-210.0,175.0,184.0,5.0,96.0,grizzlies,pelicans,2015-04-08,21401166,Final,1610612763,1610612740,2014,1610612763,110.0,0.511,0.857,0.471,27.0,52.0,1610612740,74.0,0.35,0.667,0.286,13.0,39.0,1,grizzlies,pelicans
2015-04-08,2015,philadelphia,washington,1,90,119,185.0,-225.0,186.5,-5.0,91.5,76ers,wizards,2015-04-08,21401162,Final,1610612755,1610612764,2014,1610612755,90.0,0.348,0.7040000000000001,0.3329999999999999,17.0,36.0,1610612764,119.0,0.653,0.7390000000000001,0.5329999999999999,35.0,45.0,0,76ers,wizards
2015-04-09,2015,golden state,portland,1,116,105,-630.0,465.0,211.0,10.5,105.5,warriors,trail blazers,2015-04-09,21401174,Final,1610612744,1610612757,2014,1610612744,116.0,0.5329999999999999,0.889,0.462,27.0,44.0,1610612757,105.0,0.469,0.75,0.292,28.0,41.0,1,warriors,trail blazers
2015-04-10,2015,atlanta,charlotte,1,104,80,-580.0,440.0,191.5,10.0,94.5,hawks,hornets,2015-04-10,21401176,Final,1610612737,1610612766,2014,1610612737,104.0,0.5,0.75,0.357,31.0,44.0,1610612766,80.0,0.361,0.667,0.267,21.0,46.0,1,hawks,hornets
2015-04-10,2015,brooklyn,washington,1,117,80,-210.0,175.0,198.0,5.0,94.5,nets,wizards,2015-04-10,21401177,Final,1610612751,1610612764,2014,1610612751,117.0,0.506,0.652,0.6,29.0,44.0,1610612764,80.0,0.39,0.647,0.3329999999999999,23.0,50.0,1,nets,wizards
2015-04-10,2015,detroit,indiana,1,103,107,180.0,-220.0,192.5,-5.5,100.0,pistons,pacers,2015-04-10,21401179,Final,1610612765,1610612754,2014,1610612765,103.0,0.449,0.522,0.478,25.0,45.0,1610612754,107.0,0.481,0.909,0.579,29.0,42.0,0,pistons,pacers
2015-04-10,2015,houston,san antonio,1,103,104,145.0,-165.0,203.5,-3.5,103.5,rockets,spurs,2015-04-10,21401181,Final,1610612745,1610612759,2014,1610612745,103.0,0.47,0.604,0.429,19.0,39.0,1610612759,104.0,0.482,0.75,0.235,23.0,40.0,0,rockets,spurs
2015-04-10,2015,new orleans,phoenix,1,90,75,-450.0,360.0,195.5,9.0,96.5,pelicans,suns,2015-04-10,21401182,Final,1610612740,1610612756,2014,1610612740,90.0,0.44,0.579,0.263,29.0,56.0,1610612756,75.0,0.353,0.8,0.28,18.0,43.0,1,pelicans,suns
2015-04-10,2015,oklahoma city,sacramento,1,116,103,-1350.0,885.0,218.0,13.5,106.0,thunder,kings,2015-04-10,21401183,Final,1610612760,1610612758,2014,1610612760,116.0,0.4539999999999999,0.75,0.3229999999999999,21.0,47.0,1610612758,103.0,0.457,0.7140000000000001,0.375,19.0,50.0,1,thunder,kings
2015-04-10,2015,orlando,toronto,1,99,101,180.0,-220.0,202.5,-5.0,100.5,magic,raptors,2015-04-10,21401175,Final,1610612753,1610612761,2014,1610612753,99.0,0.461,1.0,0.35,21.0,46.0,1610612761,101.0,0.415,0.933,0.3,22.0,46.0,0,magic,raptors
2015-04-11,2015,chicago,philadelphia,1,114,107,-4000.0,1400.0,195.0,15.5,97.5,bulls,76ers,2015-04-11,21401189,Final,1610612741,1610612755,2014,1610612741,114.0,0.444,0.6940000000000001,0.346,20.0,48.0,1610612755,107.0,0.416,0.8,0.317,19.0,47.0,1,bulls,76ers
2015-04-11,2015,golden state,minnesota,1,110,101,-5000.0,1700.0,214.5,19.5,107.5,warriors,timberwolves,2015-04-11,21401192,Final,1610612744,1610612750,2014,1610612744,110.0,0.452,0.7140000000000001,0.355,28.0,50.0,1610612750,101.0,0.4429999999999999,0.769,0.4579999999999999,27.0,40.0,1,warriors,timberwolves
2015-04-11,2015,miami,toronto,1,104,107,-170.0,145.0,199.0,3.5,99.5,heat,raptors,2015-04-11,21401188,Final,1610612748,1610612761,2014,1610612748,104.0,0.457,0.545,0.3,14.0,47.0,1610612761,107.0,0.422,0.757,0.346,12.0,47.0,0,heat,raptors
2015-04-11,2015,portland,utah,1,105,111,-560.0,430.0,183.0,10.0,97.5,trail blazers,jazz,2015-04-11,21401191,Final,1610612757,1610612762,2014,1610612757,105.0,0.471,0.773,0.2,22.0,39.0,1610612762,111.0,0.456,0.7859999999999999,0.353,20.0,48.0,0,trail blazers,jazz
2015-04-12,2015,boston,cleveland,1,117,78,-590.0,440.0,197.5,10.5,96.5,celtics,cavaliers,2015-04-12,21401194,Final,1610612738,1610612739,2014,1610612738,117.0,0.5479999999999999,0.682,0.417,29.0,38.0,1610612739,78.0,0.392,0.684,0.136,18.0,44.0,1,celtics,cavaliers
2015-04-12,2015,denver,sacramento,1,122,111,-420.0,330.0,218.0,8.5,107.0,nuggets,kings,2015-04-12,21401196,Final,1610612743,1610612758,2014,1610612743,122.0,0.5489999999999999,0.767,0.346,32.0,42.0,1610612758,111.0,0.514,0.7140000000000001,0.278,28.0,32.0,1,nuggets,kings
2015-04-12,2015,houston,new orleans,1,121,114,-215.0,185.0,198.5,5.0,103.5,rockets,pelicans,2015-04-12,21401199,Final,1610612745,1610612740,2014,1610612745,121.0,0.534,0.708,0.375,16.0,40.0,1610612740,114.0,0.484,0.682,0.407,22.0,39.0,1,rockets,pelicans
2015-04-12,2015,indiana,oklahoma city,1,116,104,-150.0,130.0,210.5,2.5,104.5,pacers,thunder,2015-04-12,21401197,Final,1610612754,1610612760,2014,1610612754,116.0,0.532,0.629,0.5,25.0,52.0,1610612760,104.0,0.4320000000000001,0.3929999999999999,0.3929999999999999,18.0,43.0,1,pacers,thunder
2015-04-13,2015,atlanta,new york,1,108,112,-1665.0,1115.0,195.5,14.5,97.5,hawks,knicks,2015-04-13,21401205,Final,1610612737,1610612752,2014,1610612737,108.0,0.4429999999999999,0.826,0.344,27.0,37.0,1610612752,112.0,0.5579999999999999,0.684,0.52,33.0,39.0,0,hawks,knicks
2015-04-13,2015,brooklyn,chicago,1,86,113,110.0,-130.0,199.0,-2.0,99.5,nets,bulls,2015-04-13,21401206,Final,1610612751,1610612741,2014,1610612751,86.0,0.368,0.8640000000000001,0.25,12.0,42.0,1610612741,113.0,0.5,0.765,0.4,26.0,46.0,0,nets,bulls
2015-04-13,2015,charlotte,houston,1,90,100,595.0,-795.0,201.0,-12.0,100.0,hornets,rockets,2015-04-13,21401202,Final,1610612766,1610612745,2014,1610612766,90.0,0.41,0.529,0.406,23.0,43.0,1610612745,100.0,0.412,0.8079999999999999,0.257,19.0,49.0,0,hornets,rockets
2015-04-13,2015,cleveland,detroit,1,109,97,-385.0,305.0,205.0,8.0,99.0,cavaliers,pistons,2015-04-13,21401203,Final,1610612739,1610612765,2014,1610612739,109.0,0.506,0.5,0.531,30.0,45.0,1610612765,97.0,0.4579999999999999,0.6,0.36,21.0,31.0,1,cavaliers,pistons
2015-04-13,2015,golden state,memphis,1,111,107,-380.0,300.0,196.5,8.5,98.5,warriors,grizzlies,2015-04-13,21401212,Final,1610612744,1610612763,2014,1610612744,111.0,0.527,0.741,0.542,30.0,39.0,1610612763,107.0,0.418,0.8,0.3329999999999999,24.0,44.0,1,warriors,grizzlies
2015-04-13,2015,miami,orlando,1,100,93,-235.0,200.0,198.0,6.0,96.0,heat,magic,2015-04-13,21401207,Final,1610612748,1610612753,2014,1610612748,100.0,0.47,0.826,0.3,21.0,50.0,1610612753,93.0,0.412,0.607,0.286,14.0,41.0,1,heat,magic
2015-04-13,2015,minnesota,new orleans,1,88,100,1065.0,-1615.0,198.5,-14.5,101.0,timberwolves,pelicans,2015-04-13,21401208,Final,1610612750,1610612740,2014,1610612750,88.0,0.397,0.7859999999999999,0.286,19.0,43.0,1610612740,100.0,0.44,0.833,0.286,15.0,39.0,0,timberwolves,pelicans
2015-04-13,2015,oklahoma city,portland,1,101,90,-365.0,295.0,217.0,8.0,106.5,thunder,trail blazers,2015-04-13,21401209,Final,1610612760,1610612757,2014,1610612760,101.0,0.406,0.7040000000000001,0.19,14.0,58.0,1610612757,90.0,0.4579999999999999,0.667,0.348,22.0,35.0,1,thunder,trail blazers
2015-04-14,2015,boston,toronto,1,95,93,-105.0,-115.0,206.5,-0.0,103.5,celtics,raptors,2015-04-14,21401214,Final,1610612738,1610612761,2014,1610612738,95.0,0.384,0.867,0.222,24.0,50.0,1610612761,93.0,0.4379999999999999,0.7,0.375,17.0,43.0,1,celtics,raptors
2015-04-14,2015,indiana,washington,1,99,95,-360.0,295.0,193.0,7.5,96.0,pacers,wizards,2015-04-14,21401215,Final,1610612754,1610612764,2014,1610612754,99.0,0.381,0.588,0.3,22.0,56.0,1610612764,95.0,0.356,0.8240000000000001,0.292,22.0,59.0,1,pacers,wizards
2015-04-15,2015,brooklyn,orlando,1,101,88,-445.0,355.0,203.5,9.0,101.0,nets,magic,2015-04-15,21401224,Final,1610612751,1610612753,2014,1610612751,101.0,0.488,0.609,0.375,25.0,40.0,1610612753,88.0,0.481,0.385,0.35,18.0,42.0,1,nets,magic
2015-04-15,2015,cleveland,washington,1,113,108,-355.0,285.0,191.0,8.0,93.5,cavaliers,wizards,2015-04-15,21401225,Final,1610612739,1610612764,2014,1610612739,113.0,0.473,0.647,0.5329999999999999,29.0,44.0,1610612764,108.0,0.433,0.762,0.364,26.0,50.0,1,cavaliers,wizards
2015-04-15,2015,dallas,portland,1,114,98,-245.0,205.0,208.5,6.0,104.5,mavericks,trail blazers,2015-04-15,21401218,Final,1610612742,1610612757,2014,1610612742,114.0,0.4529999999999999,0.794,0.36,18.0,54.0,1610612757,98.0,0.418,0.833,0.28,20.0,45.0,1,mavericks,trail blazers
2015-04-15,2015,houston,utah,1,117,91,-790.0,590.0,193.5,11.5,98.0,rockets,jazz,2015-04-15,21401219,Final,1610612745,1610612762,2014,1610612745,117.0,0.539,0.6759999999999999,0.429,28.0,49.0,1610612762,91.0,0.376,0.556,0.185,23.0,44.0,1,rockets,jazz
2015-04-15,2015,minnesota,oklahoma city,1,113,138,940.0,-1340.0,211.0,-14.0,103.0,timberwolves,thunder,2015-04-15,21401222,Final,1610612750,1610612760,2014,1610612750,113.0,0.4639999999999999,0.8290000000000001,0.316,22.0,39.0,1610612760,138.0,0.547,0.71,0.429,22.0,46.0,0,timberwolves,thunder
2015-04-15,2015,new orleans,san antonio,1,108,103,200.0,-235.0,193.0,-5.5,100.5,pelicans,spurs,2015-04-15,21401223,Final,1610612740,1610612759,2014,1610612740,108.0,0.518,0.68,0.5,23.0,35.0,1610612759,103.0,0.57,0.769,0.3,33.0,36.0,1,pelicans,spurs
2015-10-27,2016,atlanta,detroit,1,94,106,-320.0,255.0,196.5,7.0,98.0,hawks,pistons,2015-10-27,21500001,Final,1610612737,1610612765,2015,1610612737,94.0,0.451,0.8,0.296,22.0,40.0,1610612765,106.0,0.385,0.769,0.414,23.0,59.0,0,hawks,pistons
2015-10-27,2016,chicago,cleveland,1,97,95,-180.0,160.0,198.5,4.0,97.0,bulls,cavaliers,2015-10-27,21500002,Final,1610612741,1610612739,2015,1610612741,97.0,0.425,0.696,0.368,13.0,47.0,1610612739,95.0,0.4039999999999999,0.588,0.31,26.0,50.0,1,bulls,cavaliers
2015-10-27,2016,golden state,new orleans,1,111,95,-710.0,510.0,215.0,10.5,108.0,warriors,pelicans,2015-10-27,21500003,Final,1610612744,1610612740,2015,1610612744,111.0,0.4270000000000001,0.909,0.3,29.0,56.0,1610612740,95.0,0.422,0.7040000000000001,0.3329999999999999,21.0,33.0,1,warriors,pelicans
2015-10-28,2016,boston,philadelphia,1,112,95,-1300.0,800.0,198.0,12.5,98.5,celtics,76ers,2015-10-28,21500005,Final,1610612738,1610612755,2015,1610612738,112.0,0.4589999999999999,0.963,0.3329999999999999,31.0,41.0,1610612755,95.0,0.41,0.87,0.318,12.0,46.0,1,celtics,76ers
2015-10-28,2016,brooklyn,chicago,1,100,115,175.0,-205.0,196.5,-5.0,100.5,nets,bulls,2015-10-28,21500006,Final,1610612751,1610612741,2015,1610612751,100.0,0.419,0.7859999999999999,0.0,19.0,45.0,1610612741,115.0,0.5379999999999999,0.85,0.5,20.0,39.0,0,nets,bulls
