date,season,score_diff,spread,teamA_moneyLine,teamB_moneyLine,pred_score_diff,pred_std,A_win_prob,B_win_prob,bet_A_adj_EV,bet_B_adj_EV,bet_A,bet_B,bet_team,profit,month_start
2018-11-04,2019,35,10.0,-650.0,450.0,8.986528417756595,4.10667132809339,0.9856752312478301,0.01432476875216993,-0.16596711202106684,-0.9212137718630654,False,False,None,0.0,2018-11-01
2018-11-04,2019,-13,-6.5,240.0,-300.0,2.3472695989479937,5.095597634882319,0.67747390477888,0.32252609522111997,1.303411276248192,-0.78498260318592,True,False,A,-100.0,2018-11-01
2018-11-05,2019,4,0.0,-110.0,-110.0,-3.807368555953105,3.7307410489037767,0.1537363359797198,0.8462636640202802,-0.9860239694563891,-0.9230669396345199,False,False,None,0.0,2018-11-01
2018-11-05,2019,-8,-1.0,100.0,-120.0,-2.412892988146457,4.069999484141158,0.2766412814735276,0.7233587185264724,-0.44671743705294475,-0.8794402135789213,False,False,None,0.0,2018-11-01
2018-11-05,2019,-2,-4.0,150.0,-180.0,-6.152268185490822,2.6380787152903094,0.00984766754568367,0.9901523324543163,-0.9753808311357908,-0.5599322966869705,False,False,None,0.0,2018-11-01
2018-11-05,2019,-5,3.0,-150.0,130.0,14.365831951341853,2.9722083701100885,0.9999993288510496,6.71148950376524e-07,-0.6666668903829834,-0.9999984563574141,False,False,None,0.0,2018-11-01
2018-11-05,2019,1,-3.0,130.0,-150.0,3.7279465763120654,4.3621713472338035,0.803615904257953,0.19638409574204696,0.8483165797932919,-0.934538634752651,True,False,A,130.0,2018-11-01
2018-11-05,2019,13,-3.0,135.0,-155.0,-8.776504096768956,5.311034438407935,0.049215955047278936,0.9507840449527211,-0.8843425056388945,-0.662625016307099,False,False,None,0.0,2018-11-01
2018-11-05,2019,16,14.0,-2000.0,1000.0,17.380391145898074,5.86936703998128,0.9984678038341838,0.001532196165816233,-0.05145558635752545,-0.9831458421760214,False,False,None,0.0,2018-11-01
2018-11-05,2019,11,5.5,-240.0,190.0,2.649630494070733,4.543560837269646,0.7201077618557579,0.27989223814424213,-0.5799371389174746,-0.18831250938169786,False,False,None,0.0,2018-11-01
2018-11-05,2019,-6,-3.5,140.0,-160.0,-3.8232876501606428,3.532318897421075,0.13954334439777005,0.86045665560223,-0.6650959734453519,-0.6773287541491637,False,False,None,0.0,2018-11-01
2018-11-06,2019,22,2.5,-140.0,120.0,4.11413386956388,4.620404829494114,0.8133817132754368,0.1866182867245631,-0.7676052247784466,-0.5894397692059612,False,False,None,0.0,2018-11-01
2018-11-06,2019,19,-1.5,105.0,-125.0,2.1463461924159724,4.435028081798711,0.6857904711909754,0.31420952880902464,0.40587046594149934,-0.9371580942381951,True,False,A,105.0,2018-11-01
2018-11-06,2019,-11,-11.5,600.0,-900.0,-11.430061510642178,3.8168253391692795,0.00137379310437713,0.9986262068956229,-0.9903834482693601,-0.11233226053722412,False,False,None,0.0,2018-11-01
2018-11-06,2019,-15,2.0,-130.0,110.0,12.11253556488376,7.183941648903321,0.9541075956014536,0.04589240439854637,-0.7798213240919722,-0.9036259507630526,False,False,None,0.0,2018-11-01
2018-11-07,2019,-5,-1.5,100.0,-120.0,-6.069886754736511,6.154839481748679,0.1620181250468853,0.8379818749531147,-0.6759637499062294,-0.8603363541744808,False,False,None,0.0,2018-11-01
2018-11-07,2019,-9,-11.0,550.0,-800.0,-5.104140885085685,3.6463843431556446,0.08078939859785339,0.9192106014021466,-0.47486890911395296,-0.1956907237731217,False,False,None,0.0,2018-11-01
2018-11-07,2019,-9,-6.5,230.0,-280.0,-3.0831936756896434,2.9553036050225114,0.14841052739730665,0.8515894726026934,-0.5102452595888881,-0.4525496247554115,False,False,None,0.0,2018-11-01
2018-11-07,2019,-15,-9.5,400.0,-550.0,-3.4848603801848137,3.1479274954298235,0.13413977822489187,0.8658602217751081,-0.32930110887554065,-0.29156890945672975,False,False,None,0.0,2018-11-01
2018-11-07,2019,-9,-9.0,400.0,-550.0,-12.42743160250471,4.198248269617115,0.0015374619121846234,0.9984625380878154,-0.9923126904390769,-0.18307610520087836,False,False,None,0.0,2018-11-01
2018-11-07,2019,7,1.0,-115.0,-105.0,-10.05393245835648,2.8203175068543413,0.00018205097141699156,0.999817949028583,-0.9999762542211196,-0.9523896214748293,False,False,None,0.0,2018-11-01
2018-11-07,2019,7,3.0,-155.0,135.0,6.232276485598111,3.722893808913607,0.9529387188226742,0.04706128117732577,-0.6618604546113092,-0.8894059892332844,False,False,None,0.0,2018-11-01
2018-11-07,2019,-2,3.5,-160.0,140.0,14.520955108082287,5.02062677397256,0.9980875901048721,0.0019124098951278311,-0.6257171537106729,-0.9954102162516932,False,False,None,0.0,2018-11-01
2018-11-07,2019,-6,2.5,-145.0,125.0,-3.0251419414348977,2.5639982570938824,0.119029272602733,0.880970727397267,-0.9630598809163932,0.9821841366438508,False,True,B,125.0,2018-11-01
2018-11-07,2019,4,6.0,-270.0,220.0,1.7320220126094155,4.195365871144122,0.6601387043216708,0.33986129567832923,-0.5843571120937628,0.08755614617065355,False,False,None,0.0,2018-11-01
2018-11-08,2019,-23,5.5,-270.0,220.0,11.680956026509408,4.052159385651268,0.9980282714419558,0.0019717285580441333,-0.3716118290921019,-0.9936904686142588,False,False,None,0.0,2018-11-01
2018-11-08,2019,-18,5.0,-210.0,175.0,11.710538805441672,4.911426093326365,0.9914452446233473,0.008554755376652708,-0.4806715385306276,-0.976474422714205,False,False,None,0.0,2018-11-01
2018-11-08,2019,7,9.5,-500.0,375.0,15.721399247464968,6.358463754120791,0.993291702449753,0.006708297550246999,-0.2053666380401976,-0.9681355866363267,False,False,None,0.0,2018-11-01
2018-11-08,2019,-11,-5.0,180.0,-220.0,-4.552776463226168,3.696390540139089,0.10903401032581783,0.8909659896741822,-0.6947047710877101,-0.5140185510868098,False,False,None,0.0,2018-11-01
2018-11-09,2019,-15,-5.5,200.0,-250.0,-7.696663840569838,3.4791264675134412,0.013475032230684136,0.9865249677693159,-0.9595749033079476,-0.40808501933841046,False,False,None,0.0,2018-11-01
2018-11-09,2019,-8,-6.0,220.0,-270.0,-10.2837873345099,3.422733155218382,0.0013298517571002089,0.9986701482428998,-0.9957444743772793,-0.3712076844396557,False,False,None,0.0,2018-11-01
2018-11-09,2019,2,-8.5,350.0,-450.0,-4.32303209098639,3.9268033062097603,0.13546929675447794,0.8645307032455221,-0.39038816460484926,-0.3275872308090384,False,False,None,0.0,2018-11-01
2018-11-09,2019,-1,-5.5,190.0,-240.0,-2.8561999086706216,2.648305678292407,0.14040515270299547,0.8595948472970045,-0.5928250571613132,-0.49856967241008077,False,False,None,0.0,2018-11-01
2018-11-09,2019,8,2.5,-135.0,115.0,-2.06886961696217,3.234128217922885,0.2611840493039892,0.7388159506960108,-0.9322856168471139,0.5884542939964232,False,True,B,-100.0,2018-11-01
2018-11-09,2019,-11,2.0,-135.0,115.0,-4.409144935104017,4.0394460979179945,0.13752159294438782,0.8624784070556122,-0.9643462536810846,0.8543285751695662,False,True,B,115.0,2018-11-01
2018-11-09,2019,9,-4.0,145.0,-170.0,1.3697566949961093,6.5489521232255195,0.5828370124395331,0.4171629875604669,0.42795068047685625,-0.8282270051221607,True,False,A,145.0,2018-11-01
2018-11-10,2019,-16,-8.0,300.0,-400.0,-7.85275024916556,3.4555719873327444,0.011528487795347764,0.9884715122046522,-0.953886048818609,-0.2586463658465108,False,False,None,0.0,2018-11-01
2018-11-10,2019,6,4.5,-200.0,170.0,9.22962251713944,3.0568763551546723,0.9987331966064306,0.0012668033935694268,-0.5006334016967847,-0.9965796308373626,False,False,None,0.0,2018-11-01
2018-11-10,2019,15,5.5,-250.0,200.0,10.867264500278262,4.696354510531243,0.9896655558662528,0.010334444133747215,-0.40620066648024833,-0.9689966675987584,False,False,None,0.0,2018-11-01
2018-11-10,2019,-16,-14.5,1000.0,-2000.0,-9.731027199594266,4.092680827381741,0.008711304420704002,0.991288695579296,-0.904175651372256,-0.058275739199668886,False,False,None,0.0,2018-11-01
2018-11-10,2019,20,9.0,-500.0,375.0,6.44770184511121,3.534541551278874,0.965938889937408,0.03406111006259199,-0.2272488880500736,-0.838209727202688,False,False,None,0.0,2018-11-01
2018-11-10,2019,15,1.5,-125.0,105.0,3.1891723189895855,4.049025075814804,0.7845462152971212,0.21545378470287874,-0.8430907569405758,-0.5583197413590986,False,False,None,0.0,2018-11-01
2018-11-10,2019,1,4.5,-200.0,170.0,2.1128679408210496,4.566945919135427,0.6781900461060295,0.3218099538939705,-0.6609049769469852,-0.13111312448627965,False,False,None,0.0,2018-11-01
2018-11-10,2019,2,-4.0,160.0,-190.0,-6.204275323308212,2.9996882490467596,0.019305595760473526,0.9806944042395265,-0.9498054510227688,-0.5354605453602242,False,False,None,0.0,2018-11-01
2018-11-10,2019,-7,3.5,-170.0,145.0,3.223059850020113,4.180946373255042,0.7796146485486313,0.22038535145136878,-0.6789822035387989,-0.4600558889441464,False,False,None,0.0,2018-11-01
2018-11-10,2019,-6,3.5,-170.0,145.0,7.463936394309358,4.5885082105261885,0.9480951881755928,0.05190481182440721,-0.6096078636924029,-0.8728332110302023,False,False,None,0.0,2018-11-01
2018-11-11,2019,-1,-11.0,550.0,-800.0,-2.8826006313461474,1.5898586275945104,0.03490684394160559,0.9650931560583944,-0.7731055143795637,-0.15554348844890487,False,False,None,0.0,2018-11-01
2018-11-11,2019,-6,-2.0,110.0,-130.0,1.787319541278644,5.039147742435031,0.6385879058438033,0.3614120941561967,0.341034602271987,-0.9165972090408777,True,False,A,-100.0,2018-11-01
2018-11-11,2019,10,-2.5,120.0,-140.0,-4.953065237034548,3.4638839395241,0.07637047474142866,0.9236295252585713,-0.831984955568857,-0.7361058499261225,False,False,None,0.0,2018-11-01
2018-11-11,2019,-7,3.5,-160.0,140.0,12.313112413915482,4.859209911042512,0.9943611478206253,0.005638852179374605,-0.6271145695672655,-0.986466754769501,False,False,None,0.0,2018-11-01
2018-11-11,2019,-26,3.5,-165.0,142.0,17.192499054993146,4.846313457065288,0.9998055779003366,0.00019442209966338654,-0.6061371965847159,-0.9995294985188146,False,False,None,0.0,2018-11-01
2018-11-11,2019,12,2.5,-145.0,125.0,16.83194078921371,4.115855447627674,0.9999783881908889,2.1611809111101134e-05,-0.6896618795269656,-0.9999513734295,False,False,None,0.0,2018-11-01
2018-11-12,2019,-10,2.5,-140.0,120.0,2.809763104007405,3.9681302820655873,0.7605529471574948,0.23944705284250528,-0.7826991579550016,-0.4732164837464884,False,False,None,0.0,2018-11-01
2018-11-12,2019,17,8.0,-400.0,300.0,6.330387700919408,3.0704034426780735,0.980383970756144,0.01961602924385593,-0.264712021932892,-0.9215358830245763,False,False,None,0.0,2018-11-01
2018-11-12,2019,5,-2.5,120.0,-140.0,-1.3838878746434768,6.90432255835269,0.42056906272719075,0.5794309372728093,-0.07474806200018025,-0.8344483036363403,False,False,None,0.0,2018-11-01
2018-11-12,2019,-7,-4.0,145.0,-170.0,-7.625829903123322,6.002239150762191,0.10195373439766198,0.898046265602338,-0.7502133507257281,-0.6302162435755079,False,False,None,0.0,2018-11-01
2018-11-12,2019,-8,-7.5,280.0,-360.0,-1.6007026505421327,5.144244341593359,0.3778380482156476,0.6221619517843524,0.4357845832194607,-0.55066081260019,True,False,A,-100.0,2018-11-01
2018-11-12,2019,16,-10.0,400.0,-550.0,-13.429867973942443,8.730774563565056,0.06199719331356157,0.9380028066864384,-0.6900140334321921,-0.2325431581656413,False,False,None,0.0,2018-11-01
2018-11-12,2019,-8,-3.5,145.0,-170.0,-9.541738315213172,3.5314465439966525,0.0034468639524457556,0.9965531360475542,-0.9915551833165079,-0.5896545910392423,False,False,None,0.0,2018-11-01
2018-11-12,2019,-5,3.5,-170.0,145.0,14.186225136832512,5.958916549462156,0.9913594517684796,0.008640548231520362,-0.5917931669188614,-0.9788306568327751,False,False,None,0.0,2018-11-01
2018-11-12,2019,-5,-2.5,120.0,-140.0,3.807462979896649,2.866364166823061,0.9079646062303433,0.09203539376965675,0.9975221337067552,-0.9737041732086695,True,False,A,-100.0,2018-11-01
2018-11-13,2019,-10,4.5,-180.0,150.0,-6.676924556556724,4.37670511759724,0.06355978859757216,0.9364402114024278,-0.9717512050677457,1.3411005285060695,False,True,B,150.0,2018-11-01
2018-11-13,2019,-24,9.0,-450.0,350.0,2.6524000250223816,5.8916346096316135,0.6737160328066677,0.3262839671933323,-0.4759986411503696,0.4682778523699953,False,True,B,350.0,2018-11-01
2018-11-13,2019,-7,-11.5,650.0,-1000.0,-6.2773829712953155,3.065403968158406,0.020289021129743068,0.9797109788702569,-0.847832341526927,-0.1182601190167687,False,False,None,0.0,2018-11-01
2018-11-14,2019,5,-5.5,190.0,-240.0,-2.320673770797815,3.0139698438977844,0.22065811506940536,0.7793418849305946,-0.36009146629872446,-0.5453839004571532,False,False,None,0.0,2018-11-01
2018-11-14,2019,7,-1.5,110.0,-130.0,-2.886650869611203,2.92450775892254,0.1618077658952044,0.8381922341047956,-0.6602036916200708,-0.8065710228988934,False,False,None,0.0,2018-11-01
2018-11-14,2019,-13,-2.0,115.0,-135.0,2.4561668417956044,3.7313620600012967,0.7448110572180203,0.2551889427819797,0.6013437730187436,-0.9338399037231905,True,False,A,-100.0,2018-11-01
2018-11-14,2019,-24,-12.5,700.0,-1100.0,-6.183519850479862,4.263207107281814,0.0734681345379542,0.9265318654620458,-0.4122549236963664,-0.15769830412541297,False,False,None,0.0,2018-11-01
2018-11-14,2019,29,13.0,-1400.0,800.0,21.64321226340224,3.1682671088790184,0.999999999995791,4.209009434865226e-12,-0.07142857143247971,-0.999999999962119,False,False,None,0.0,2018-11-01
2018-11-14,2019,20,-6.0,200.0,-250.0,-19.444748054610674,2.439293203686679,7.771561172376096e-16,0.9999999999999992,-0.9999999999999977,-0.40000000000000047,False,False,None,0.0,2018-11-01
2018-11-14,2019,3,-9.5,400.0,-550.0,-3.4169970529038842,2.4401728356325556,0.080710337851158,0.919289662148842,-0.59644831074421,-0.24785391278731117,False,False,None,0.0,2018-11-01
2018-11-14,2019,2,-9.5,400.0,-550.0,-8.88911515243943,4.17901282991031,0.016706514186169308,0.9832934858138307,-0.9164674290691535,-0.19548714797050226,False,False,None,0.0,2018-11-01
2018-11-14,2019,-25,-8.0,320.0,-420.0,-2.390209975593986,3.557601917390043,0.2508364537548984,0.7491635462451016,0.05351310577057333,-0.4292087266703988,False,False,None,0.0,2018-11-01
2018-11-14,2019,9,2.0,-135.0,115.0,-5.105087677662325,3.901815655188093,0.09537091830552069,0.9046290816944793,-0.9752742063652353,0.9449525256431304,False,True,B,-100.0,2018-11-01
2018-11-14,2019,50,-5.0,180.0,-220.0,-10.700653820742218,5.889105315828091,0.03460661367666329,0.9653933863233367,-0.9031014817053428,-0.47342178927818,False,False,None,0.0,2018-11-01
2018-11-15,2019,-45,-14.0,850.0,-1500.0,4.233537387506455,4.130150356587532,0.8473260188128102,0.15267398118718983,7.049597178721697,-0.8575042842252895,True,False,A,-100.0,2018-11-01
2018-11-15,2019,-21,-4.5,160.0,-190.0,-3.943725388409478,4.841425192284199,0.2076565435330352,0.7923434564669648,-0.4600929868141085,-0.6246794153577535,False,False,None,0.0,2018-11-01
2018-11-15,2019,5,6.5,-280.0,230.0,1.7843150352245103,3.8024991650721525,0.6805538015809409,0.319446198419059,-0.5625011275551095,0.054172454782894786,False,False,None,0.0,2018-11-01
2018-11-16,2019,16,1.0,-120.0,100.0,1.0478875641194554,4.203118212027799,0.5984402527497993,0.4015597472502007,-0.9002599578750334,-0.19688050549959857,False,False,None,0.0,2018-11-01
2018-11-16,2019,7,2.0,-135.0,115.0,-7.098812047893732,4.177328416479322,0.04462507319381592,0.9553749268061841,-0.9884305365793811,1.0540560926332958,False,True,B,-100.0,2018-11-01
2018-11-16,2019,8,5.5,-220.0,180.0,-5.183576548183595,2.721180791920833,0.02839655336543534,0.9716034466345647,-0.9845109708915807,1.720489650576781,False,True,B,-100.0,2018-11-01
2018-11-16,2019,8,6.5,-275.0,225.0,11.325119772408426,2.738722919567335,0.9999822663861118,1.7733613888229257e-05,-0.3636476486633834,-0.9999423657548633,False,False,None,0.0,2018-11-01
2018-11-16,2019,5,11.0,-700.0,500.0,3.660677486178237,5.568250996623834,0.7445444321274324,0.2554555678725676,-0.3618190581764865,0.5327334072354057,False,True,B,-100.0,2018-11-01
2018-11-16,2019,-19,-14.5,1000.0,-2000.0,-18.218157460567056,3.3054218988870097,1.777949487635766e-08,0.9999999822205051,-0.9999998044255564,-0.05000001689052014,False,False,None,0.0,2018-11-01
2018-11-16,2019,6,2.5,-145.0,125.0,14.071957940940043,6.439229749591327,0.9855683302548685,0.014431669745131586,-0.6941339664726272,-0.9675287430734539,False,False,None,0.0,2018-11-01
2018-11-16,2019,11,-6.0,220.0,-270.0,-9.336928142323112,4.33501334596637,0.015626333688830263,0.9843736663111697,-0.9499957321957432,-0.38020917306333757,False,False,None,0.0,2018-11-01
2018-11-17,2019,-12,4.0,-185.0,155.0,8.596761281168712,5.843011207825698,0.9293935847660904,0.07060641523390963,-0.5729813259182828,-0.8199536411535304,False,False,None,0.0,2018-11-01
2018-11-17,2019,-13,4.0,-185.0,155.0,11.839438055830463,3.7480952477329583,0.9992078663831011,0.0007921336168989208,-0.5409044938239806,-0.9979800592769078,False,False,None,0.0,2018-11-01
2018-11-17,2019,-39,-10.0,425.0,-600.0,-3.16955261289017,1.9401308456964035,0.05116304878982392,0.9488369512101761,-0.7313939938534244,-0.20930254065818654,False,False,None,0.0,2018-11-01
2018-11-17,2019,20,12.5,-1200.0,750.0,4.2891336101999595,3.8427173957295406,0.8678257440517207,0.1321742559482792,-0.20449306795258937,0.12348117556037308,False,True,B,-100.0,2018-11-01
2018-11-17,2019,-8,-4.0,150.0,-180.0,-7.497639360719805,3.4738883618822207,0.015452860048421169,0.9845471399515788,-0.9613678498789471,-0.5624234933548539,False,False,None,0.0,2018-11-01
2018-11-17,2019,-3,2.5,-145.0,125.0,0.6672997599710102,2.241270156316171,0.6170464669126456,0.3829535330873544,-0.8085028206133169,-0.13835455055345258,False,False,None,0.0,2018-11-01
2018-11-17,2019,3,-2.5,115.0,-135.0,-9.16441730338007,2.4465321006931173,8.988101558682349e-05,0.9999101189844132,-0.9998067558164884,-0.7407640432262632,False,False,None,0.0,2018-11-01
2018-11-17,2019,10,4.5,-200.0,170.0,6.118936682164365,2.895023569153569,0.98272549655151,0.017274503448490023,-0.508637251724245,-0.953358840689077,False,False,None,0.0,2018-11-01
2018-11-17,2019,-8,-11.0,550.0,-800.0,-0.2734581486328906,3.287519465481997,0.4668539319922108,0.5331460680077892,2.03455055794937,-0.5334971904931844,True,False,A,-100.0,2018-11-01
2018-11-17,2019,-10,0.0,-110.0,-110.0,-3.165091418038897,3.7037225160795395,0.1963945260661537,0.8036054739338463,-0.9821459521758042,-0.9269449569151048,False,False,None,0.0,2018-11-01
2018-11-18,2019,-12,-3.0,135.0,-155.0,3.5140020684593867,4.500651833055197,0.782532948025604,0.21746705197439592,0.8389524278601694,-0.9228342718800531,True,False,A,-100.0,2018-11-01
2018-11-18,2019,-14,-4.5,170.0,-200.0,-21.71400147870263,4.62821736170779,1.3550158384223465e-06,0.9999986449841616,-0.9999963414572363,-0.5000006775079192,False,False,None,0.0,2018-11-01
2018-11-18,2019,16,1.0,-115.0,-105.0,6.70594925528729,4.8818423738511205,0.915225022898974,0.084774977101026,-0.8806228231001338,-0.9959630963285225,False,False,None,0.0,2018-11-01
2018-11-18,2019,13,-5.0,175.0,-210.0,-8.601966593553044,2.6038153700462083,0.00047725820037480826,0.9995227417996252,-0.9986875399489693,-0.47644046858114864,False,False,None,0.0,2018-11-01
2018-11-18,2019,10,1.5,-125.0,105.0,5.614309397054633,5.171188887167363,0.8611919738947058,0.1388080261052942,-0.8277616052210589,-0.7154435464841469,False,False,None,0.0,2018-11-01
2018-11-19,2019,-6,-5.5,200.0,-250.0,-5.9961727143595045,4.998830015692061,0.11516383401895391,0.8848361659810461,-0.6545084979431383,-0.46909830041137235,False,False,None,0.0,2018-11-01
2018-11-19,2019,-8,-6.5,225.0,-275.0,-20.34656186979142,3.3582912939890397,6.865337187633713e-10,0.9999999993134663,-0.9999999977687655,-0.36363636407324873,False,False,None,0.0,2018-11-01
2018-11-19,2019,27,-4.0,150.0,-180.0,-0.501281227405492,3.9134044272257915,0.4490375347117811,0.5509624652882189,0.12259383677945279,-0.755127793205236,True,False,A,150.0,2018-11-01
2018-11-19,2019,5,11.0,-900.0,600.0,21.062194507632285,6.028829321186982,0.99976170446872,0.00023829553127997406,-0.11132292936113775,-0.9983319312810401,False,False,None,0.0,2018-11-01
2018-11-19,2019,14,7.5,-330.0,260.0,5.759965904473573,6.156659135635141,0.8252518632904682,0.17474813670953177,-0.4248244589187645,-0.3709067078456856,False,False,None,0.0,2018-11-01
2018-11-19,2019,-4,5.0,-200.0,170.0,1.2268339094677003,4.759880971086219,0.6016980122878679,0.3983019877121321,-0.699150993856066,0.07541536682275685,False,False,None,0.0,2018-11-01
2018-11-19,2019,-11,-9.5,400.0,-550.0,2.674785019633061,3.5609290845883943,0.7737182264706628,0.2262817735293372,2.868591132353314,-0.8148603671123604,True,False,A,-100.0,2018-11-01
2018-11-19,2019,-5,3.5,-180.0,150.0,23.516640503998627,4.9348649271621445,0.9999990576365279,9.423634721207502e-07,-0.5555559743837655,-0.9999976440913197,False,False,None,0.0,2018-11-01
2018-11-19,2019,-10,-3.0,135.0,-155.0,-6.677458762457156,2.936313539001362,0.011480108715896442,0.9885198912841036,-0.9730217445176433,-0.6492348772862858,False,False,None,0.0,2018-11-01
2018-11-20,2019,-7,0.0,-110.0,-110.0,-2.5663009758469095,5.05829551234426,0.3059563819619491,0.6940436180380509,-0.9721857834580047,-0.9369051256329044,False,False,None,0.0,2018-11-01
2018-11-20,2019,12,-2.5,125.0,-145.0,6.868299132906079,4.000317457983422,0.9570047970285829,0.042995202971417144,1.1532607933143115,-0.9866566611468016,True,False,A,125.0,2018-11-01
2018-11-20,2019,-4,-7.0,240.0,-300.0,-15.550018487099294,2.9441769209146025,6.402390517745715e-08,0.9999999359760948,-0.9999997823187224,-0.3333333760159367,False,False,None,0.0,2018-11-01
